
> connectbest-chat@0.1.0 dev
> next dev -p 8080
 GET /socket.io?EIO=4&transport=polling&t=6rd4k6hl 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=6rhrai8v 404 in 31ms
 GET /socket.io?EIO=4&transport=polling&t=6rmdw85b 404 in 11ms
 GET /socket.io?EIO=4&transport=polling&t=6rr0lzr6 404 in 50ms
 GET /socket.io?EIO=4&transport=polling&t=6rvn8ezr 404 in 22ms
 GET /socket.io?EIO=4&transport=polling&t=6s09xfef 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=6s4wnpns 404 in 41ms
 GET /socket.io?EIO=4&transport=polling&t=6s9j67ja 404 in 11ms
 GET /socket.io?EIO=4&transport=polling&t=6se5wwip 404 in 39ms
 GET /socket.io?EIO=4&transport=polling&t=6sisjobf 404 in 21ms
 GET /socket.io?EIO=4&transport=polling&t=6snf6zmp 404 in 24ms
 GET /socket.io?EIO=4&transport=polling&t=6ss1ug20 404 in 78ms
 GET /socket.io?EIO=4&transport=polling&t=6swoiqyq 404 in 14ms
 GET /socket.io?EIO=4&transport=polling&t=6t1bxm10 404 in 66ms
 GET /socket.io?EIO=4&transport=polling&t=6t5xtoia 404 in 15ms
 GET /socket.io?EIO=4&transport=polling&t=6takncfg 404 in 38ms
 GET /socket.io?EIO=4&transport=polling&t=6tf759bn 404 in 33ms
 GET /socket.io?EIO=4&transport=polling&t=6tjttz4x 404 in 43ms
 GET /socket.io?EIO=4&transport=polling&t=6togi920 404 in 25ms
 GET /socket.io?EIO=4&transport=polling&t=6tt35q9n 404 in 22ms
 GET /socket.io?EIO=4&transport=polling&t=6txpuhig 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=6u2cixt2 404 in 22ms
 GET /socket.io?EIO=4&transport=polling&t=6u6z3qfs 404 in 15ms
 GET /socket.io?EIO=4&transport=polling&t=6ubmes2l 404 in 91ms
 GET /socket.io?EIO=4&transport=polling&t=6ug8grnr 404 in 23ms
 GET /socket.io?EIO=4&transport=polling&t=6ukvsb7w 404 in 50ms
 GET /socket.io?EIO=4&transport=polling&t=6uphrdel 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=6uu4gzal 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=6uyr3hgv 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=6v3dt07b 404 in 27ms
 GET /socket.io?EIO=4&transport=polling&t=6v80er7r 404 in 17ms
 GET /socket.io?EIO=4&transport=polling&t=6vcn1vll 404 in 21ms
 GET /socket.io?EIO=4&transport=polling&t=6vh9tp93 404 in 54ms
 GET /socket.io?EIO=4&transport=polling&t=6vlxg1rk 404 in 23ms
 GET /socket.io?EIO=4&transport=polling&t=6vqj12k3 404 in 10ms
 GET /socket.io?EIO=4&transport=polling&t=6vv5re49 404 in 30ms
 GET /socket.io?EIO=4&transport=polling&t=6vzseizq 404 in 26ms
 GET /socket.io?EIO=4&transport=polling&t=6w4f1hy8 404 in 28ms
 GET /socket.io?EIO=4&transport=polling&t=6w91twjj 404 in 55ms
 GET /socket.io?EIO=4&transport=polling&t=6wdodpa3 404 in 18ms
 GET /socket.io?EIO=4&transport=polling&t=6wib4i7m 404 in 80ms
 GET /socket.io?EIO=4&transport=polling&t=6wmxpy4g 404 in 18ms
 GET /socket.io?EIO=4&transport=polling&t=6wrkcekr 404 in 55ms
 GET /socket.io?EIO=4&transport=polling&t=6ww72zzn 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=6x0tnrdr 404 in 16ms
 GET /socket.io?EIO=4&transport=polling&t=6x5gb2cy 404 in 14ms
 GET /socket.io?EIO=4&transport=polling&t=6xa2zi1q 404 in 22ms
 GET /socket.io?EIO=4&transport=polling&t=6xepmtiv 404 in 14ms
 GET /socket.io?EIO=4&transport=polling&t=6xjcqj7k 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=6xnyx5tt 404 in 35ms
 GET /socket.io?EIO=4&transport=polling&t=6xslnhsz 404 in 25ms
 GET /socket.io?EIO=4&transport=polling&t=6xx891zz 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=6y1uyet5 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=6y6hrwwy 404 in 49ms
 GET /socket.io?EIO=4&transport=polling&t=6yb4ch1x 404 in 15ms
 GET /socket.io?EIO=4&transport=polling&t=6yfqwtbd 404 in 23ms
 GET /socket.io?EIO=4&transport=polling&t=6ykdog36 404 in 56ms
 GET /socket.io?EIO=4&transport=polling&t=6yp08h4y 404 in 16ms
 GET /socket.io?EIO=4&transport=polling&t=6ytmxyr8 404 in 21ms
 GET /socket.io?EIO=4&transport=polling&t=6yy9ksyz 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=6z2w99b8 404 in 21ms
 GET /socket.io?EIO=4&transport=polling&t=6z7ivt0l 404 in 15ms
 GET /socket.io?EIO=4&transport=polling&t=6zc5oaes 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=6zgsjamx 404 in 27ms
 GET /socket.io?EIO=4&transport=polling&t=6zlewx2p 404 in 23ms
 GET /socket.io?EIO=4&transport=polling&t=6zq1j489 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=6zuomhlr 404 in 51ms
 GET /socket.io?EIO=4&transport=polling&t=6zzaut5u 404 in 12ms
 GET /socket.io?EIO=4&transport=polling&t=703xi23r 404 in 16ms
 GET /socket.io?EIO=4&transport=polling&t=708k7u4u 404 in 22ms
 GET /socket.io?EIO=4&transport=polling&t=70d6uaw9 404 in 12ms
 GET /socket.io?EIO=4&transport=polling&t=70htj3jo 404 in 22ms
 GET /socket.io?EIO=4&transport=polling&t=70mg66jv 404 in 18ms
 GET /socket.io?EIO=4&transport=polling&t=70r2uj3l 404 in 54ms
 GET /socket.io?EIO=4&transport=polling&t=70vphve2 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=710c5kq0 404 in 24ms
 GET /socket.io?EIO=4&transport=polling&t=714yp325 404 in 24ms
 GET /socket.io?EIO=4&transport=polling&t=719lazrf 404 in 42ms
 GET /socket.io?EIO=4&transport=polling&t=71e7zp2e 404 in 27ms
 GET /socket.io?EIO=4&transport=polling&t=71iumkua 404 in 51ms
 GET /socket.io?EIO=4&transport=polling&t=71nh6q11 404 in 16ms
 GET /socket.io?EIO=4&transport=polling&t=71s3ue61 404 in 23ms
 GET /socket.io?EIO=4&transport=polling&t=71wqr3fp 404 in 43ms
 GET /socket.io?EIO=4&transport=polling&t=721d96op 404 in 45ms
 GET /socket.io?EIO=4&transport=polling&t=725zupu6 404 in 24ms
 GET /socket.io?EIO=4&transport=polling&t=72amgfik 404 in 10ms
 GET /socket.io?EIO=4&transport=polling&t=72f94cok 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=72jvs02i 404 in 15ms
 GET /socket.io?EIO=4&transport=polling&t=72oihp92 404 in 40ms
 GET /socket.io?EIO=4&transport=polling&t=72t532uf 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=72xrsoj1 404 in 16ms
 GET /socket.io?EIO=4&transport=polling&t=732ef1vk 404 in 18ms
 GET /socket.io?EIO=4&transport=polling&t=73713v8a 404 in 21ms
 GET /socket.io?EIO=4&transport=polling&t=73bo0b35 404 in 57ms
 GET /socket.io?EIO=4&transport=polling&t=73gahpo6 404 in 53ms
 GET /socket.io?EIO=4&transport=polling&t=73kx1i27 404 in 16ms
 GET /socket.io?EIO=4&transport=polling&t=73pjq747 404 in 12ms
 GET /socket.io?EIO=4&transport=polling&t=73u6b9xl 404 in 12ms
 GET /socket.io?EIO=4&transport=polling&t=73yt2h13 404 in 16ms
 GET /socket.io?EIO=4&transport=polling&t=743fpw2i 404 in 24ms
 GET /socket.io?EIO=4&transport=polling&t=7482d7vn 404 in 23ms
 GET /socket.io?EIO=4&transport=polling&t=74coyjqx 404 in 14ms
 GET /socket.io?EIO=4&transport=polling&t=74hbmqds 404 in 15ms
 GET /socket.io?EIO=4&transport=polling&t=74lydikm 404 in 40ms
 GET /socket.io?EIO=4&transport=polling&t=74ql0ckf 404 in 21ms
 GET /socket.io?EIO=4&transport=polling&t=74v7nz6f 404 in 18ms
 GET /socket.io?EIO=4&transport=polling&t=74zubkjv 404 in 15ms
 GET /socket.io?EIO=4&transport=polling&t=754gyj9m 404 in 11ms
 GET /socket.io?EIO=4&transport=polling&t=7593nb13 404 in 15ms
 GET /socket.io?EIO=4&transport=polling&t=75dqcmpr 404 in 52ms
 GET /socket.io?EIO=4&transport=polling&t=75icxn2f 404 in 16ms
 GET /socket.io?EIO=4&transport=polling&t=75mzmhno 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=75rmclxn 404 in 43ms
 GET /socket.io?EIO=4&transport=polling&t=75w907dq 404 in 56ms
 GET /socket.io?EIO=4&transport=polling&t=760vluaq 404 in 21ms
 GET /socket.io?EIO=4&transport=polling&t=765i9y2m 404 in 27ms
 GET /socket.io?EIO=4&transport=polling&t=76a4wyfy 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=76erlx8s 404 in 9ms
 GET /socket.io?EIO=4&transport=polling&t=76je8f10 404 in 27ms
 GET /socket.io?EIO=4&transport=polling&t=76o0yujk 404 in 21ms
 GET /socket.io?EIO=4&transport=polling&t=76snnwei 404 in 49ms
 GET /socket.io?EIO=4&transport=polling&t=76xa8l2l 404 in 40ms
 GET /socket.io?EIO=4&transport=polling&t=771wvoz8 404 in 22ms
 GET /socket.io?EIO=4&transport=polling&t=776jl6h0 404 in 67ms
 GET /socket.io?EIO=4&transport=polling&t=77b688qr 404 in 49ms
 GET /socket.io?EIO=4&transport=polling&t=77fswqid 404 in 18ms
 GET /socket.io?EIO=4&transport=polling&t=77kfko23 404 in 37ms
 GET /socket.io?EIO=4&transport=polling&t=77p270ab 404 in 39ms
 GET /socket.io?EIO=4&transport=polling&t=77toujv8 404 in 13ms
 GET /socket.io?EIO=4&transport=polling&t=77ybh7nm 404 in 22ms
 GET /socket.io?EIO=4&transport=polling&t=782y3t3m 404 in 10ms
 GET /socket.io?EIO=4&transport=polling&t=787ksyhf 404 in 12ms
 GET /socket.io?EIO=4&transport=polling&t=78c7gswn 404 in 14ms
 GET /socket.io?EIO=4&transport=polling&t=78gu5pag 404 in 65ms
 GET /socket.io?EIO=4&transport=polling&t=78lgsadt 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=78q3fpwz 404 in 18ms
 GET /socket.io?EIO=4&transport=polling&t=78uv6p86 404 in 41ms
 GET /socket.io?EIO=4&transport=polling&t=78zcs2ic 404 in 17ms
 GET /socket.io?EIO=4&transport=polling&t=793zexdq 404 in 22ms
 GET /socket.io?EIO=4&transport=polling&t=798m3g8m 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=79d8tcuw 404 in 48ms
 GET /socket.io?EIO=4&transport=polling&t=79hvex9c 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=79mi4mh8 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=79r4t0xi 404 in 51ms
 GET /socket.io?EIO=4&transport=polling&t=79vrfnd5 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=7a0e274s 404 in 18ms
 GET /socket.io?EIO=4&transport=polling&t=7a516826 404 in 51ms
 GET /socket.io?EIO=4&transport=polling&t=7a9neexm 404 in 25ms
 GET /socket.io?EIO=4&transport=polling&t=7aea0swo 404 in 15ms
 GET /socket.io?EIO=4&transport=polling&t=7aiwpkwe 404 in 26ms
 GET /socket.io?EIO=4&transport=polling&t=7anjh9ql 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=7as6063y 404 in 16ms
 GET /socket.io?EIO=4&transport=polling&t=7awso6y7 404 in 28ms
 GET /socket.io?EIO=4&transport=polling&t=7b1fcp02 404 in 25ms
 GET /socket.io?EIO=4&transport=polling&t=7b61zjf1 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=7baoqbn4 404 in 50ms
 GET /socket.io?EIO=4&transport=polling&t=7bfbeazi 404 in 56ms
 GET /socket.io?EIO=4&transport=polling&t=7bjy4g1s 404 in 28ms
 GET /socket.io?EIO=4&transport=polling&t=7bokn4p5 404 in 8ms
 GET /socket.io?EIO=4&transport=polling&t=7bt7c4jt 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=7bxucs85 404 in 49ms
 GET /socket.io?EIO=4&transport=polling&t=7c2h5ixu 404 in 53ms
 GET /socket.io?EIO=4&transport=polling&t=7c739ktz 404 in 13ms
 GET /socket.io?EIO=4&transport=polling&t=7cbqb7lb 404 in 43ms
 GET /socket.io?EIO=4&transport=polling&t=7cgcrza6 404 in 38ms
 GET /socket.io?EIO=4&transport=polling&t=7ckz9n8e 404 in 26ms
 GET /socket.io?EIO=4&transport=polling&t=7cpp1ssx 404 in 37ms
 GET /socket.io?EIO=4&transport=polling&t=7cu8j1em 404 in 16ms
 GET /socket.io?EIO=4&transport=polling&t=7cyv9s3f 404 in 51ms
 GET /socket.io?EIO=4&transport=polling&t=7d3hv27r 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=7d84mrfc 404 in 13ms
 GET /socket.io?EIO=4&transport=polling&t=7dcr7h8e 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=7dhdvmud 404 in 23ms
 GET /socket.io?EIO=4&transport=polling&t=7dm0kgvt 404 in 28ms
 GET /socket.io?EIO=4&transport=polling&t=7dqn6ugp 404 in 15ms
 GET /socket.io?EIO=4&transport=polling&t=7dv9w0e4 404 in 51ms
 GET /api/auth/session 200 in 1005ms
 GET /api/auth/session 200 in 390ms
 GET /socket.io?EIO=4&transport=polling&t=7dzwx6rf 404 in 106ms
 GET /api/auth/session 200 in 34ms
 GET /socket.io?EIO=4&transport=polling&t=7e0jlfeg 404 in 22ms
 GET /socket.io?EIO=4&transport=polling&t=7e27wn0o 404 in 32ms
 GET /chat/692ad06f6193c4dddaf6c2bb 200 in 440ms
 GET /socket.io?EIO=4&transport=polling&t=7e4jdbax 404 in 128ms
 GET /api/auth/session 200 in 26ms
 GET /api/auth/session 200 in 11ms
 GET /api/auth/session 200 in 11ms
 GET /socket.io?EIO=4&transport=polling&t=7e55lzwf 404 in 12ms
 GET /socket.io?EIO=4&transport=polling&t=7e6uhfnp 404 in 11ms
 GET /socket.io?EIO=4&transport=polling&t=7e95vkdu 404 in 14ms
 GET /socket.io?EIO=4&transport=polling&t=7ed0p8n2 404 in 30ms
 GET /socket.io?EIO=4&transport=polling&t=7ehnf5o9 404 in 43ms
 GET /socket.io?EIO=4&transport=polling&t=7ema1kix 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=7eqwpxoo 404 in 32ms
 GET /socket.io?EIO=4&transport=polling&t=7evmcyj2 404 in 80ms
 GET /socket.io?EIO=4&transport=polling&t=7f06c9e4 404 in 41ms
 GET /socket.io?EIO=4&transport=polling&t=7f4st12f 404 in 33ms
 GET /socket.io?EIO=4&transport=polling&t=7f9fd1nf 404 in 70ms
 GET /socket.io?EIO=4&transport=polling&t=7fe25v4l 404 in 30ms
 GET /socket.io?EIO=4&transport=polling&t=7fioms6d 404 in 12ms
 GET /socket.io?EIO=4&transport=polling&t=7fnbc0ae 404 in 24ms
 GET /socket.io?EIO=4&transport=polling&t=7frxzo16 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=7fwkmnm4 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=7g17b5om 404 in 18ms
 GET /socket.io?EIO=4&transport=polling&t=7g5u97hl 404 in 24ms
 GET /socket.io?EIO=4&transport=polling&t=7gagpmp0 404 in 44ms
 GET /socket.io?EIO=4&transport=polling&t=7gf3birl 404 in 41ms
 GET /chat/dm/692acac49bd89e9e278cebee 200 in 145ms
 GET /api/auth/session 200 in 27ms
 GET /api/auth/session 200 in 22ms
 GET /api/auth/session 200 in 12ms
 GET /api/auth/session 200 in 6ms
 GET /socket.io?EIO=4&transport=polling&t=7gjpyxat 404 in 54ms
 GET /socket.io?EIO=4&transport=polling&t=7gocn3cj 404 in 33ms
 GET /socket.io?EIO=4&transport=polling&t=7gsz9znf 404 in 10ms
 GET /socket.io?EIO=4&transport=polling&t=7gxlx5gi 404 in 13ms
 GET /chat/dm/692acac49bd89e9e278cebee 200 in 80ms
 GET /api/auth/session 200 in 11ms
 GET /api/auth/session 200 in 4ms
 GET /api/auth/session 200 in 3ms
 GET /api/auth/session 200 in 9ms
 GET /socket.io?EIO=4&transport=polling&t=7h28ksyb 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=7h6vaijv 404 in 25ms
 GET /socket.io?EIO=4&transport=polling&t=7hbhv917 404 in 18ms
 GET /socket.io?EIO=4&transport=polling&t=7hg6ld1o 404 in 25ms
 GET /socket.io?EIO=4&transport=polling&t=7hkrcjdd 404 in 15ms
 GET /socket.io?EIO=4&transport=polling&t=7hpegjge 404 in 55ms
 GET /socket.io?EIO=4&transport=polling&t=7hu0p6am 404 in 58ms
 GET /socket.io?EIO=4&transport=polling&t=7hyn8j90 404 in 32ms
 GET /socket.io?EIO=4&transport=polling&t=7i39urvw 404 in 12ms
 GET /chat/dm/692cf1a8e2f0b5c994eedf5e 200 in 22ms
 GET /socket.io?EIO=4&transport=polling&t=7i7wjdm0 404 in 25ms
 GET /socket.io?EIO=4&transport=polling&t=7icj7g04 404 in 30ms
 GET /socket.io?EIO=4&transport=polling&t=7ih5ursm 404 in 15ms
 GET /chat/dm/692ad25c6193c4dddaf6c2bd 200 in 14ms
 GET /socket.io?EIO=4&transport=polling&t=7ilsk25h 404 in 23ms
 GET /chat/dm/692cf1a8e2f0b5c994eedf5e 200 in 16ms
 GET /chat/dm/692ad25c6193c4dddaf6c2bd 200 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=7iqi4jud 404 in 17ms
 GET /chat/dm/692cf1a8e2f0b5c994eedf5e 200 in 16ms
 GET /socket.io?EIO=4&transport=polling&t=7iv2bg8q 404 in 22ms
 GET /socket.io?EIO=4&transport=polling&t=7izojjvj 404 in 37ms
 GET /socket.io?EIO=4&transport=polling&t=7j4b7vw2 404 in 21ms
 GET /socket.io?EIO=4&transport=polling&t=7j8xutry 404 in 35ms
 GET /socket.io?EIO=4&transport=polling&t=7jdkjope 404 in 10ms
 GET /socket.io?EIO=4&transport=polling&t=7ji73khq 404 in 12ms
 GET /socket.io?EIO=4&transport=polling&t=7jmtuj8t 404 in 33ms
 GET /socket.io?EIO=4&transport=polling&t=7jrgiykk 404 in 33ms
 GET /socket.io?EIO=4&transport=polling&t=7jw3amkk 404 in 66ms
 GET /socket.io?EIO=4&transport=polling&t=7k0q6r30 404 in 63ms
 GET /socket.io?EIO=4&transport=polling&t=7k5cgx0t 404 in 55ms
 GET /socket.io?EIO=4&transport=polling&t=7k9z4ush 404 in 33ms
 GET /socket.io?EIO=4&transport=polling&t=7keltm73 404 in 85ms
 GET /socket.io?EIO=4&transport=polling&t=7kj8lslh 404 in 37ms
 ⚠ Fast Refresh had to perform a full reload. Read more: https://nextjs.org/docs/messages/fast-refresh-reload
 ✓ Compiled in 1349ms (1072 modules)
 ⚠ Fast Refresh had to perform a full reload. Read more: https://nextjs.org/docs/messages/fast-refresh-reload
 ⚠ Fast Refresh had to perform a full reload. Read more: https://nextjs.org/docs/messages/fast-refresh-reload
 ⚠ Fast Refresh had to perform a full reload. Read more: https://nextjs.org/docs/messages/fast-refresh-reload
 GET /socket.io?EIO=4&transport=polling&t=7knv92h7 404 in 2890ms
 GET /chat/dm/692cf1a8e2f0b5c994eedf5e 200 in 466ms
 GET /chat/dm/692ac4758503c4ae291e29f7 200 in 466ms
 GET /chat/692ad06f6193c4dddaf6c2bb 200 in 472ms
 GET /chat/dm/692ac4758503c4ae291e29f7 200 in 538ms
 GET /chat/dm/692ac4758503c4ae291e29f7 200 in 735ms
 GET /chat/dm/692cf1a8e2f0b5c994eedf5e 200 in 786ms
 GET /chat/692ad06f6193c4dddaf6c2bb 200 in 938ms
 GET /chat/dm/692ac4758503c4ae291e29f7 200 in 1123ms
 ✓ Compiled /api/auth/[...nextauth] in 420ms (757 modules)
 GET /api/auth/session 200 in 771ms
 GET /api/auth/session 200 in 345ms
 GET /api/auth/session 200 in 357ms
 GET /api/auth/session 200 in 578ms
 GET /api/auth/session 200 in 30ms
 GET /api/auth/session 200 in 37ms
 GET /api/auth/session 200 in 38ms
 GET /api/auth/session 200 in 54ms
 GET /api/auth/session 200 in 28ms
 GET /api/auth/session 200 in 25ms
 GET /api/auth/session 200 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=7ksvtkgc 404 in 98ms
 GET /socket.io?EIO=4&transport=polling&t=7ku1ap3p 404 in 31ms
 GET /socket.io?EIO=4&transport=polling&t=7kvl7joy 404 in 23ms
 GET /socket.io?EIO=4&transport=polling&t=7l07mj27 404 in 17ms
 GET /socket.io?EIO=4&transport=polling&t=7l4u8kh0 404 in 28ms
 GET /socket.io?EIO=4&transport=polling&t=7l9k6cqv 404 in 102ms
 GET /socket.io?EIO=4&transport=polling&t=7le3oxfv 404 in 40ms
 GET /socket.io?EIO=4&transport=polling&t=7liq68q2 404 in 25ms
 GET /socket.io?EIO=4&transport=polling&t=7lnd0ecd 404 in 10ms
 GET /socket.io?EIO=4&transport=polling&t=7lrzgnoo 404 in 38ms
 GET /socket.io?EIO=4&transport=polling&t=7lwm3mvx 404 in 10ms
 GET /socket.io?EIO=4&transport=polling&t=7m18y105 404 in 20ms
 GET /socket.io?EIO=4&transport=polling&t=7m5vibqi 404 in 29ms
 GET /socket.io?EIO=4&transport=polling&t=7mai2acz 404 in 25ms
 GET /socket.io?EIO=4&transport=polling&t=7mf4ruv9 404 in 35ms
 GET /socket.io?EIO=4&transport=polling&t=7mjtx1ng 404 in 21ms
 GET /socket.io?EIO=4&transport=polling&t=7moef00c 404 in 42ms
 GET /socket.io?EIO=4&transport=polling&t=7mt0rp5t 404 in 38ms
 GET /socket.io?EIO=4&transport=polling&t=7mxnkghi 404 in 42ms
 GET /socket.io?EIO=4&transport=polling&t=7n2a59zj 404 in 35ms
 GET /socket.io?EIO=4&transport=polling&t=7n6wp9ln 404 in 21ms
 GET /chat/dm/692acac49bd89e9e278cebee 200 in 162ms
 GET /chat/dm/692acac49bd89e9e278cebee 200 in 27ms
 GET /socket.io?EIO=4&transport=polling&t=7nbjubqt 404 in 523ms
 GET /socket.io?EIO=4&transport=polling&t=7ng64cnx 404 in 69ms
 GET /socket.io?EIO=4&transport=polling&t=7nkssv1m 404 in 12ms
 GET /socket.io?EIO=4&transport=polling&t=7npfd33z 404 in 21ms
 GET /socket.io?EIO=4&transport=polling&t=7nu6gth5 404 in 36ms
 GET /socket.io?EIO=4&transport=polling&t=7nyp3ovf 404 in 49ms
 GET /socket.io?EIO=4&transport=polling&t=7o3bd7bi 404 in 190ms
 ○ Compiling /profile ...
 ✓ Compiled /profile in 807ms (1065 modules)
 GET /profile 200 in 946ms
 GET /socket.io?EIO=4&transport=polling&t=7o7yef95 404 in 598ms
 GET /socket.io?EIO=4&transport=polling&t=7ockt5pi 404 in 31ms
 GET /socket.io?EIO=4&transport=polling&t=7oh7dran 404 in 14ms
 GET /socket.io?EIO=4&transport=polling&t=7olu4ve7 404 in 19ms
 GET /socket.io?EIO=4&transport=polling&t=7oqhcbaj 404 in 59ms
 GET /socket.io?EIO=4&transport=polling&t=7ov3lykg 404 in 21ms
 GET /socket.io?EIO=4&transport=polling&t=7ozpzoqs 404 in 16ms
 GET /socket.io?EIO=4&transport=polling&t=7p4fucny 404 in 55ms
 GET /socket.io?EIO=4&transport=polling&t=7p8zcqk5 404 in 31ms
 GET /socket.io?EIO=4&transport=polling&t=7pdm3r5t 404 in 33ms
[?25h
